Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Kenya,KEN,791265462.130085,792959474.907715,868111409.682822,926589364.417564,998759340.678636,997919320.832272,1164519674.19213,1232559506.9762,1353295458.68182,1458379416.64823,1603447358.62106,1778391288.64348,2107279157.08834,2502143758.59996,2969958812.01648,3259346414.84151,3474544468.00221,4494379307.34508,5303737169.0873,6234390279.46667,7265312882.82376,6854490190.6604,6431594078.17035,5979205949.7427,6191426331.52721,6135040560.85345,7239145306.5199,7970816493.96822,8355380879.12955,8271729985.96837,8590574252.40298,8152105054.25449,8220718082.65439,5751786609.50323,7148143144.00729,9046331923.21178,12045836991.7091,13115729422.0063,14093228424.7143,12896050251.685,12691278914.2408,12986519857.4338,13149263398.5268,14903634448.2486,16096109637.4889,18737922545.4642,22502239913.4547,27173670133.7296,30031427402.5555,29375775193.7984,31408632915.3409
Kiribati,KIR,,,,,,,,,,,14295279.5446937,15278632.4786325,18936526.9461078,31710657.7257811,85637174.3722131,55081816.9917528,41109627.2760601,38748059.4366822,45210026.3248254,42620165.4370668,27935549.9886131,29307055.8492301,29659194.6444873,29432432.4324324,28646774.9012725,21294783.1552483,20572860.9625668,23924520.3752976,30842253.3010391,29558753.7561284,28413863.0864101,47797290.4757049,49724297.1197098,48613513.7763685,56200396.1471319,57610362.1739344,67866700.0104005,69151989.7588136,67096993.6867809,70595807.3520377,68239320.7049774,63810762.051791,74173806.5131346,93517283.9482803,102405530.24037,108938510.695477,109671822.176227,127854317.320575,132506609.311134,128004027.814427,151175993.979672
"Korea, Dem. Rep.",PRK
"Korea, Rep.",KOR,3891849047.98427,2357059044.85007,2745939978.76158,3863726949.3648,3358134142.76323,3017614366.4651,3806043708.69916,4702747059.38001,5955336766.30649,7475692343.91841,8899729520.86553,9851361083.10529,10735574842.8313,13691504318.1362,19229361880.98,21458884297.5207,29554752066.1157,37926239669.4215,51125206611.5702,65561776859.5041,63834351283.2754,71469245114.0185,76218197734.858,84510602642.6039,93210997791.5085,96619732879.7039,111305576039.48,140005592229.233,187446511818.666,230473148065.41,263776986549.113,308185041249.062,329885864343.816,362135746944.572,423434190055.386,517118129837.8,557643607433.65,516282942110.187,345432412375.842,445399303511.045,533384027728.655,504585783003.741,575928909990.488,643762388701.001,721975255823.7,844863004335.43,951773478984.908,1049235951186.97,931402204981.625,834060441840.978,1014483158313.58
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082.05507,2535333631.88536,2702427046.9355,3355083116.58939,3639935347.50715,3743116980.19185,3915494726.26821,4677361256.46457,5641557748.48184,5434843011.94776,5590728476.82119
Kuwait,KWT,,,1828179056.55771,1900970259.42218,2071749619.98883,2097199074.97924,2391198945.30343,2441598923.07329,2662798825.50768,2769198778.57739,2873638822.11156,3880392337.53093,4450537865.64353,5408804503.27451,13006948809.4631,12022811523.624,13132252303.2244,14137407256.5958,15503557923.1265,24749064362.7287,28638869293.525,25058021180.4633,21577153432.8715,20871081551.9337,21700083143.3902,21445970692.8754,17903989900.4776,22368703292.5767,20690321183.022,24313856915.3884,18427778571.0531,11009955543.0012,19858555904.6717,23941392354.5305,24848484744.5284,27191687674.0737,31492937200.8801,30350433059.9669,25946185993.5521,30120888963.6806,37718011468.5749,34890773740.2178,38138801497.2458,47875837662.1539,59440511981.7576,80797945205.4795,101561153806.389,114721830985.916,148782683750.763,109462798286.125
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333.33333,2316562400,2028295454.54545,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249062025.13805,1369691955.02212,1525113501.11034,1605640633.42189,1919012780.97086,2211535311.62834,2459876151.9333,2834168889.42019,3802566170.81544,5139957784.91084,4690031791.61112,4616156122.18258
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142805.94286,2366666615.46667,1776842040.58947,1087273076.38861,598961279.420608,714046803.194308,865559856.19781,1028087947.26262,1127806917.73818,1327748654.64293,1543606381.86909,1763536299.22391,1873671510.57399,1747011884.41192,1280177847.19482,1454430642.01692,1735155219.36735,1768619058.34647,1829660932.6837,2148830163.56029,2507094677.57477,2738209638.90688,3497318141.94996,4262812788.85456,5497625802.65092,6095274080.06936,7492313581.3246
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,5715853652.87783,6827011058.96701,7690315589.14665,7447002856.7553,6756418263.69451,4848056772.31365,4467987271.30202,5060854731.05477,5235719778.6716,5585292782.56922,6133234179.75373,6616957681.24198,7288524472.50101,7833068425.39159,8313047743.5712,9314784080.02692,11186452600.7262,13761569544.9926,16041840426.2666,19935046397.2163,28765687041.6504,33669367720.4659,25875781250,24009680459.9868
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979.09333,2717998713.0456,2838485397.88652,4451497337.41987,5545921820.95553,7535259914.42768,9599127189.45125,11718795352.0579,13690217120.5605,15751867489.4446,17247179483.2157,17391056436.8069,17260364842.4544,17649751243.7811,19152238805.9702,20082918739.6352,21801658374.7927,21838805970.1493,22437147595.3566,25056716417.9104,30079601990.0498,34924709784.4119,39154916945.8102
Lesotho,LSO,34594031.671615,35714486.1387118,41876985.7077444,47059087.6180673,51961075.911616,54901961.8109527,56722690.136316,59285715.3943273,61470589.3847632,65994398.9931656,68767508.2887188,76503499.3096282,80884265.9315892,121181555.196821,150957285.68005,149459457.533302,147586206.087648,193218389.745589,266436780.148885,290142515.185734,431450586.378877,433940764.11795,401841633.329779,418043101.928548,365491541.210849,289905775.441155,323194722.214431,364214815.665318,423590347.451286,448661739.379488,540781148.185954,599015735.04381,708187243.686443,705874860.408762,738211154.692494,814280442.525118,796081272.538571,837654100.18403,800117786.220475,783167363.670552,745832990.092211,686484199.485922,638601203.290921,947163200.751594,1234520116.54904,1354859672.28839,1414900686.70162,1581173531.66605,1600614922.77151,1720263875.2847,2132495560.71575
Liberia,LBR,190495648,183920944,191861808,200229616,236091648,248728736,262988160,281346112,299874816,330357536,348715456,367073408,398324608,420610272,527513248,619815296,650468736,745332352,805785472,911578432,953588224,934974208,958028288,911066112,934120256,934974208,926435520,972800000,1038300032,786300032,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600012.473438,441800017.769505,560900012.217721,543000031.66642,559300023.581935,410200003.557455,459999996.155617,530200009.335623,611859674.737483,734933279.196919,842507277.559803,879464612.590976,986201593.736894
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898117.7385,31992732972.3568,33887047909.2746,30660051910.5037,28610549763.4685,25541379186.6458,27884615384.6154,30700897874.8704,27251534529.5892,30484399895.6472,33896600870.7706,28420321951.542,19842519685.0394,24062500000,33384615384.6154,44000000000,56484375000,71803278688.5246,93167701863.354,62360446570.9729
Liechtenstein,LIE,,,,,,,,,,,90099360.773871,104889797.836543,124940284.905398,165928854.016146,193980461.926317,246389070.12372,272489354.107335,303493105.419053,436912093.134986,503173087.22804,534699256.772624,511647837.146855,522096760.52682,524023708.331749,502620920.656533,529073612.453579,779357946.9847,1052849231.31947,1161757671.01756,1119983791.43298,1421508901.19317,1484160640.17108,1631176617.19198,1673085622.79346,1948128895.93238,2428524749.69396,2504013003.9401,2298390584.38482,2479698578.66241,2664105901.18863,2483890593.70545,2491800558.77674,2688617884.8748,3070803431.476,3454374260.73671,3658356377.80983,3988775843.87205,4602346923.40322,4929414914.73469,4826167676.3641
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10506695073.8054,10287023246.234,8562311026.88874,7424597884.34971,6958636949.80629,7904895790.98773,8426600000,10128700000,11254050000,10971375000,11434200000,12159225000,14163949141.8999,18608709856.5781,22551543054.4565,25962254180.8029,30088510798.0993,39103973050.6292,47252926428.6698,36846183172.3027,36306384146.1075
Luxembourg,LUX,703925705.971132,704145671.378397,741509480.825963,791140595.804421,903158753.979772,921600736.340913,968440149.509713,974721762.57434,1066447130.8632,1234878980.55142,1445415078.66075,1505903367.72596,1885582448.90478,2587759470.08901,3156658533.55427,3096865778.21652,3394573897.59666,3757210140.68655,4678553925.96388,5470231177.76555,5968793350.80701,5010840297.69665,4563316139.8552,4485879258.38264,4400823750.34906,4538423975.81358,6628940635.72332,8250389324.68936,9338357509.59956,9952613718.26372,12670503211.0092,13716986284.7017,15387195181.9322,15790566791.0448,17551791415.4811,20676382047.0717,20581889250.8143,18516801984.664,19353856412.5361,21187726401.0228,20269578035.7472,20198926174.4966,22578863165.8197,29158352144.4695,34091250550.9924,37659180221.8574,42552321358.4548,51312004029.3552,58071556743.6921,52890560858.4094,55095629139.0728
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,1021660188.2489,1016581147.34332,1182700832.57626,1222079186.87803,1376068112.61419,1786736372.94314,2087120612.88959,2478802698.56483,2990177409.30059,3464968016.79118,4581209813.98091,5280251270.78758,5868533723.60338,6567039082.30628,6398039390.43985,6513395734.32974,6186444076.80353,5916989914.66253,6101795437.27183,6187141345.61524,6823847934.87191,7924786814.94041,10250791553.4392,11507945225.9989,14211125553.0282,18598613720.9273,21564640135.8585,21736141478.5021
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828621.90813,4694744806.58659,2316618514.75247,2550194959.23946,3381270266.71373,4449375525.5599,4422159848.93929,3735312200.7332,3571043201.50842,3673288165.87004,3586883988.95646,3436961384.81241,3791306757.66238,4629520342.41336,5368441930.35893,5814726241.33903,6373113830.34464,8159825620.389,9834028812.98014,9276517779.80345,9118253199.95698
Madagascar,MDG,673066569.396739,699146200.563196,739270260.81039,759328765.028283,802464114.671521,833544680.492145,900244274.932855,956415356.507719,1031646364.43551,1056366716.7225,1111832487.12686,1199478948.65984,1339130400.3422,1653027529.52155,1917462942.03669,2282998618.83609,2181791169.70077,2358874791.90326,2669694888.21431,3463485034.38777,4042043932.43058,3594792625.0322,3526116842.41828,3511496135.43068,2939421709.54485,2857827399.30205,3258214584.57139,2565584503.0602,2442446702.59442,2497998766.95995,3081403411.63561,2653082107.00178,3024385657.38796,3370770572.2471,2977008504.17118,3159853282.93262,3994890762.5828,3545686958.20756,3738620505.53069,3717416630.39338,3877575177.25968,4529469041.23602,4397127092.24032,5473940630.40935,4363835956.18724,5038577100.25141,5515222624.3942,7342683288.40013,9394736595.64505,8487968571.88134,8720543553.67354
Malawi,MWI,162960159.296191,174580170.654941,183120179.002937,190820186.529819,194740190.361686,229458615.907912,260398429.279265,269811233.69866,245160987.820791,265801070.985341,290521170.589395,365391327.430568,406083145.640468,444303395.106055,548621021.450162,613199377.395264,670310291.461562,806264032.469688,948983446.946353,1058294952.74628,1237655510.87338,1237685696.15166,1180092986.29135,1223228536.51092,1208026081.87747,1131347780.65633,1183673867.36474,1183072718.73731,1379924236.04454,1590204039.23363,1880785391.18943,2203538071.03109,1799527046.08939,2070646319.83526,1181801219.6516,1397457933.80703,2281034088.6886,2663348222.10954,1750585419.50318,1775921700.0144,1743506520.28913,1716502772.11749,2665159241.84592,2424655975.5778,2625187646.93128,2755429810.9139,3116942711.15704,3458333168.70104,4074143554.30153,4727486010.93145,5106263006.66276
Malaysia,MYS,2441020461.96574,2422724545.02623,2543810830.68455,2708474919.40261,2899751387.78472,3187851274.02843,3392767687.16149,3515850936.49868,3667209741.97392,4050763016.35468,4276665285.75357,4514334715.05719,5364357955.45827,8150688760.48274,10100863610.7616,9890359225.08049,11753574870.1705,13975278668.2126,16658322458.6295,21602645098.2363,24937045114.1549,25463038428.6775,27287163523.1103,30682563370.1165,34565849168.8384,31772244236.5624,28243103019.7412,32181695658.7954,35271881995.8247,38848565930.1651,44024178269.5189,49133852000.2501,59151288902.9546,66894450252.19,74480816088.3673,88832452511.7438,100851784847.524,100168847815.19,72175310308.0352,79148423191.0766,93789738019.0115,92783948532.7063,100845527581.234,110202369803.91,124749475249.61,137848284960.422,156523433242.507,186642151162.791,221828443113.772,193092897727.273,237803850458.678
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,42463576.1589404,44781456.9536424,47935843.7935844,57829787.2340426,109503546.099291,127154929.577465,141902097.902098,141268980.477223,168610478.359909,189535398.230088,215089005.235602,244468292.682927,284853358.561968,322326642.335766,355884383.08887,398988954.970263,450382327.952421,508223603.228547,540096400.169924,589239757.009346,624337143.585387,625066369.281046,640703125,692421875,776484375,749765625,915390625,1054375000,1260234375,1318671875,1479781250
Mali,MLI,,,,,,,,274543557.401993,344763095.276212,340241834.890223,359772473.649798,430096738.400833,485737716.221979,563686693.71506,538748846.632816,830714117.57046,939229970.798503,1049841480.10582,1222707239.51414,1595427838.10249,1787342744.99432,1493659030.03044,1327383915.32973,1294461580.94733,1311347870.84352,1313690786.69329,1678332703.03483,1931555358.27252,1947802224.83132,2007792923.61183,2421179436.35458,2422848180.89406,2846471287.80226,2677991265.8317,1762717928.7364,2466152468.30852,2619098932.86565,2475182970.20661,2596836146.94754,2570426031.05728,2422469641.47315,2629733711.66648,3342815644.19128,4362442242.55878,4874185884.19226,5305318991.4217,5866095675.49046,7146284975.06625,8738080882.51714,8964687644.27577,9251388616.875
Malta,MLT,,,,,,,,,,,250728829.112117,264578308.927222,295106775.012466,345616069.513506,376081181.817504,474618292.692558,527936892.800231,625563347.403691,793673674.476254,1001288245.08798,1250199056.41834,1243509858.29479,1234474742.04426,1165730172.87418,1101807300.90927,1117797224.84509,1435038037.42227,1751293215.65363,2019503791.23407,2118655299.63572,2547330284.04418,2750215016.02264,3021944632.33296,2709194765.69239,2998504391.77827,3574740685.3341,3671847264.61896,3633453447.38065,3809843648.75204,3907960070.70472,3893057246.27148,3850924288.62521,4233007168.22086,4994073517.58629,5607279373.68124,5959813556.89688,6462031685.40404,7547856388.86661,8413230936.25171,7987432157.06315
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,27152000,30564000,36543000,39513000,38406000,49007000,55130000,61874000,63721000,68691000,72218800,79709200,87059000,94595000,105239000,97037000,92184200,95657000,95360000,107573000,110480000,119286000,123788000,133300000,138600000,144600000,151000000,152000000,152800000,155800000
Mauritania,MRT,90624640.065335,107142430.684769,109820993.007491,111829919.934878,150445834.160739,172767216.527357,180340662.896404,191221779.097226,210695179.142053,199643446.339215,209348253.104646,227051048.706364,265009394.514454,333731869.443848,414772334.145384,475916537.852583,524407926.609884,540635401.434528,544424588.415402,644070347.805676,709041434.968116,747994654.545083,750214454.456152,788371864.702381,726937312.31993,683193891.645361,802890733.068908,909820553.075882,957377480.158349,981529425.242082,1019600783.05898,1130247027.63283,1464392409.33441,1249945001.95842,1315932677.59992,1415296645.18954,1442598429.56591,1401946882.22159,1222433071.75792,1194629187.73901,1081168277.74625,1121565583.39001,1149656447.87403,1285179087.40271,1547861047.50794,1857837742.15902,2699180938.19806,2837528880.95716,3588611731.80747,3027018188.61717,3636296935.99746
Mauritius,MUS,,,,,,,,,,,,,,,,,706988627.655376,827093630.324692,1019634978.35642,1216227805.46355,1136544231.36451,1147187567.65208,1082934402.19357,1094857359.69514,1044926097.46651,1080643202.28309,1469050658.08639,1888752207.107,2143480497.18503,2191101651.23305,2653485952.13319,2856889162.09058,3224265824.18732,3263363787.82618,3558143642.14256,4040342059.56741,4421952121.4867,4187375887.65948,4169672974.23127,4291171395.71085,4582562397.94315,4536544699.05728,4767303153.04439,5609931858.10719,6385579077.7815,6283845864.31985,6507112279.85467,7791974522.13158,9641036888.44751,8865125544.59181,9728729228.52939
Mayotte,MYT
Mexico,MEX,13056164925.448,14153954349.0897,15221053213.1887,16936337667.6289,20070134740.9317,21829715343.885,24337233447.2126,26556372081.1926,29363632833.6577,32515754313.9653,35541711470.3873,39200879415.8614,45178119326.7936,55271303176.3935,71976542927.466,88003982688.6386,89023916066.8009,81825780563.8082,102517450025.753,134540322292.806,194356825709.199,250083027275.13,173720847690.773,148866911934.175,175632163244.416,184473097296.041,129440191340.197,140263673924.031,183144276294.09,222977042346.502,262709785592.711,314453895611.752,363609268789.416,403195508733.866,421725049057.944,286698251724.021,332908981435.719,401480129436.301,421214803220.423,481202434426.85,581426421971.453,622092637151.157,649075575301.681,700324664926.972,759777472170.454,848947464608.98,952276430546.773,1035929522496.48,1096176334977.08,882786797992.374,1039661515602.57
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221192336.906435,218710317.01679,202827970.966902,213109914.712386,213221020.10931,225912798.17382,230577191.897423,235070329.633253,238132902.856924,239100000,248300000,251300000,255700000,261800000,276500000,287383040
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080.02915,3094567110.11286,2319243406.66602,2371812923.88379,1702314352.74439,1752995313.76689,1695130483.83918,1930071445.21194,1639497206.70391,1170785047.79461,1288420222.94787,1480656884.38462,1661818168.4226,1980901553.51226,2598231467.43671,2988172424.46608,3408454197.89192,4402495921.29332,6054806100.8468,5439439763.80788,5808796184.00841
Monaco,MCO,,,,,,,,,,,293073868.023221,327651487.962757,402460333.237637,523552815.119127,563939670.704419,711922994.225545,735339911.935065,811250927.388998,1000535735.38751,1209898293.46372,1378130995.65913,1205166025.51592,1143229071.77943,1092551781.01486,1037314956.25083,1082851076.52158,1515209588.2378,1839095595.25655,2000674667.08261,2010116851.20284,2481316053.85316,2480497547.84881,2737066955.91266,2574439973.17388,2720297738.93904,3130270918.79061,3137848783.08404,2840182191.77106,2934578788.86478,2906009307.6651,2647883820.18625,2671401082.76436,2905973022.1746,3588988600.70294,4110348444.49411,4280072625.97622,4663488363.0977,5974371695.95045,6581080163.11355,6108770905.81155
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310099114.66667,2552401920,2725736618.66667,2098734592,2186505472,2896178858.66667,3020611584,3204461568,3576966794.66667,2560785662.91533,2379018323.22626,1317611862.77556,768401665.820307,925817089.527829,1452165052.54714,1345719435.14958,1180934217.40119,1124440238.12551,1057408608.43579,1136896162.14218,1267997923.0327,1396555772.03794,1595297301.45651,1992066758.84424,2523359940.71208,3395917892.19257,4234894168.15659,5623236707.52472,4583834427.36474,6083047865.23897
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279596.4,1159891560,1284504508.58333,1707662607.75,2073255525.20487,2257181942.54446,2695897628.90478,3668857103.75034,4519731946.68229,4141382328.42456,4003707165.44503
Morocco,MAR,2037154692.20616,2025693478.27347,2379611069.94995,2657252502.2073,2798345225.92842,2948325264.30195,2876395613.08171,3046339294.53611,3271415867.99723,3651615453.01848,3956328426.04486,4356633663.36634,5074117544.77482,6242177798.33938,7675408485.51421,8984824182.60333,9584323309.12136,11049896742.3889,13236854105.1672,15912133569.2852,18820809835.899,15280300833.285,15423825336.2112,13941571864.4973,12751251347.8236,12869611447.8784,16994563068.4065,18745983476.9273,22198388383.6938,22847197923.6985,25820725667.7109,27836559831.3913,28450632466.6198,26801064630.6054,30351265891.5571,32986182669.7892,36638763638.8669,33414747559.5675,40021694630.8991,39734023742.7921,37020609824.9576,37724674865.0801,40416114690.137,49822651701.729,56948015336.0397,59523857868.0203,65637107776.2619,75226318359.375,88882967741.9355,91374705225.2699,91196031840.3232
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,3526287699.6084,3532095547.76662,3615042148.82618,3237799680.75134,3372752281.12683,4458200973.95678,5243429413.13242,2353866232.07155,2093392107.21428,2314103817.32494,2463238802.85016,2695475825.13329,1968901449.82406,2027650517.82227,2162771442.38775,2246791389.00157,3178648857.4823,3751832732.0463,4240336762.54804,4448023241.57899,4248747769.46269,4075057668.8025,4201325196.38483,4666190665.51757,5697991419.08415,6578515375.56616,7096128500.86122,8030015309.92638,9891264915.12346,9787997621.72712,9586185528.38289
Myanmar,MMR
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,2168626433.87423,1950821521.48126,1803245473.46706,1928911228.79454,1625454151.07641,1355068269.41629,1527332245.09087,1934647328.37925,2128464417.82825,2169536504.6441,2350307518.85831,2492290810.71881,2837643854.48318,2846613961.56734,3251945055.73113,3503088568.36826,3491458823.18463,3635229630.79991,3398703829.25334,3385824193.81241,3908501440.92219,3546869555.11674,,4934391534.39154,6605804204.82394,7261676364.20821,7980502215.65731,8805815602.83688,8967523024.72128,9182440405.9476,12170331921.8686
Nepal,NPL,508334421.48977,531959569.277059,574091108.031214,496948970.352531,496098771.753086,735267082.668728,906811947.768912,841974025.374805,772230298.906609,788641968.987654,865975308.641975,882765470.024691,1024098809.67901,972103604.37362,1217953569.69292,1575789286.09763,1452789368.54141,1382400000,1604162505.80275,1851250005.33333,1945916586.66667,2275583317.33333,2395425212.07175,2447174838.56563,2581215829.86404,2619913975.74955,2850780936.93948,2957252078.56053,3487009700.10652,3525228045.68948,3627559252.20577,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,5595578231.29252,6050875806.66403,6330476434.54937,7273933992.74548,8130258976.02985,9074827536.25215,10277619341.8618,12572606352.8817,12896793334.7517,15701058165.614
Netherlands,NLD,12276734172.3522,13493833740.1238,14647057369.9366,15891241386.0684,18699380731.0845,21000586932.9099,22867203317.0818,25087562180.9703,27817605742.8606,31503868834.744,35352164120.0463,41293859649.1228,50674951936.2812,66940722055.8096,79171243544.5528,93227605437.4346,101713618936.489,118820149052.707,145330006111.224,166428649895.639,180770339170.916,152038329064.735,146800363126.186,142137286696.008,133307005494.506,133245090233.546,186059543083.288,226987597911.227,242608986509.087,239298555544.009,294871112186.857,303365157944.366,336214285714.286,327495253915.52,351190216733.261,418969256107.604,417980392156.863,386533770047.436,402648300377.694,411456424461.965,385074626865.672,400654138702.461,437807265198.57,538312641083.521,609889925685.869,638470626274.685,677691901432.745,782566743038.276,873367268465.961,794588542223.79,783413245033.112
New Caledonia,NCL,,,,,,159594493.548808,164206537.561675,180036768.87301,215507164.034258,263108834.536684,358815681.903216,413634335.270098,505892512.861927,542294864.812429,637400199.110489,816647865.83143,798310509.647433,837616756.533736,846007597.720396,1047225130.24333,1182457142.60648,972563810.230325,904619629.797272,823832940.450511,796018978.471302,854823821.723175,1201262517.87644,1488113532.28584,2072735787.31779,2185072798.33184,2529310103.83608,2653781596.46008,2923764926.39718,3070161471.04451,3038727617.03902,3628440274.67001,3606968433.92682,3291489840.57143,3158806480.26107,3056999988.09146,2682347064.36419
New Zealand,NZL,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53002,5180597620.64135,5761588761.69421,6436653634.22556,7840999388.34391,9474061375.78999,12666640990.6776,13780632528.9575,12699545335.4416,13437154939.5947,15230212313.6171,18263102079.8495,20412221105.88,22870183207.8749,23980076488.2191,23685986052.4399,23833591081.756,21251303323.6545,24195751652.1739,29979793942.7545,39502748641.2875,44217132450.8857,42996230709.5934,44503568893.8027,41820222974.3417,40744409331.1357,45827934439.4668,54263384779.2906,62795370403.8257,68870620813.0984,64924816049.9275,55199814253.3818,57698043178.1618,51599748517.9818,52872980328.1433,65463945931.2928,86737675644.3142,102210381042.017,110977590642.062,110562659390.364,138317139637.247,117816546666.667,126679321011.804
Nicaragua,NIC,223854666.666667,240524723.428571,265291588.666667,292916241.142857,341973758.857143,564290020.387905,607140010.483015,657140010.751799,692859984.592476,750000002.903009,778569938.850714,828569953.494758,878570045.437849,1092900014.80582,1521400011.51419,1581599958.61091,1836899998.90967,2226999873.71581,2127699978.79396,1567599981.70113,2144300006.19137,2474700227.03085,2454499872.05091,2753100057.78253,3117599872.09613,2683699935.32039,2885799993.92179,3851200117.73783,2630900095.59203,1013199986.94996,1009455501.91378,1488804123.71134,1792800000,1756454281.21082,2977433035.71429,3191142098.27357,3320533491.40486,3383442173.5587,3572495062.41672,3742404741.74428,3936327817.17888,4102656986.86383,4026408421.05263,4102111946.12922,4466767106.08914,4872941601.91273,5230337507.40833,5661593168.50337,6372242896.55547,6213677112.17587,6551182431.25731
Niger,NER,449612635.85378,485877943.923673,531837975.122807,586406649.356432,582927569.595357,668494983.103304,698954450.138341,663289467.594074,643062890.513788,626471836.679373,646858207.82831,689130081.31865,741437062.657436,946390128.136104,1026139958.52167,1048695337.33995,1064519802.13434,1291461652.6443,1774372351.98866,2109284051.5793,2508531310.2012,2170905022.48556,2017619909.2284,1803104463.29104,1461248897.55696,1440587946.80152,1904101968.65769,2233017710.84233,2280365525.65579,2179575989.54255,2480680484.00082,2327993642.78675,2344994701.89768,1606581743.71343,1563220457.86744,1880797332.93799,1987780224.46291,1845597711.25465,2076743693.01805,2018190752.95111,1798365122.6158,1945323583.97905,2170481508.86916,2731417756.36786,3052898739.4678,3405135477.41285,3645126125.95383,4290510300.10412,5369911346.32992,5259368130.35541,5548814097.96942
Nigeria,NGA,4196174379.57502,4467287731.99387,4909399024.98991,5165590041.59062,5552931029.14444,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25368,12545849083.0183,9181769911.50442,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788076.6284,59918536009.4451,49763409961.6858,34950458715.5963,28182543198.9366,28407930899.097,20210788381.7427,23441334768.5684,22847726915.2116,23843508697.4968,28472471050.9067,27313352201.7814,32710369045.7876,21352759381.8985,23663389441.469,28108826037.5213,35299150000,36229368991.8659,32143818181.8182,34776040200.1343,45983600313.2814,47999775242.5133,59116847820.7438,67656023323.7658,87845420491.906,112248609249.752,146867334823.519,165920866365.375,207117912034.147,168567245570.912,193668738106.961
Northern Mariana Islands,MNP
Norway,NOR,5163271598.15702,5632460936.54576,6066976682.67364,6510239502.76489,7159202706.48027,8058681060.159,8696460205.3397,9514496703.39762,10159934136.7838,11063065083.4888,12729983620.0983,14476679091.257,17219877963.632,22341912657.3936,26875823600.556,32565956876.9251,35575735361.4955,41069784915.9388,46015298628.4646,52547737998.8547,63714366699.0606,62867322937.5381,61850635264.952,60779973685.6532,61098572566.3175,64257200018.6107,77202861508.9186,92447792207.7922,100057081479.208,100770511984.937,117624486796.492,119657406407.626,128298978196.154,118168337068.832,124519241668.556,148919844677.358,160158299482.154,158223061045.607,151139149911.863,159045286696.071,168288418278.079,170922851073.768,191927027230.141,225110307618.429,258579581446.202,302012572759.022,336731931773.353,387535804642.704,446241134751.773,378614194865.728,414461767544.464
Oman,OMN,44234654.0484102,45634493.2717119,56273199.1375344,59912759.280758,61872522.4348015,63279972.0888261,67759970.1128138,107151836.815318,188879842.386377,239999799.728561,256319786.110103,301014924.480931,366883549.257472,483066990.449516,1645917657.25951,2096699074.4138,2560220086.03516,2741169984.67582,2740301333.85024,3733352666.9706,5981760088.6734,7259120021.71803,7554719229.45067,7932541574.24549,8821443172.07308,10005645467.1275,7324167383.94241,7811183251.52225,8386215932.36043,9372171727.04421,11685045607.8469,11341482538.7575,12452275788.2837,12493108040.8886,12918855771.2386,13802600904.5003,15277763467.7569,15837451381.2412,14085373242.7094,15710148340.0807,19867880550.2714,19949284974.8547,20049414986.065,21542262852.4551,24673602279.5173,30905071770.5812,36803641389.0006,41901170688.8693,60566970579.2556,46866060195.7311
